entity_id,mol_id,library_name,smiles,drugclip_score,vina_docking_score,MW,TPSA,Consensus Log P,BBB permeant,Pgp substrate,PAINS #alerts,Brenk #alerts,Synthetic Accessibility
69f0a2e26bb9eb2523e4691f,EGFR_00000,EGFR,CCC(=O)OCC(N)=O,1.04,-3.62,131.13,69.39,-0.19,No,No,0,0,1.41
69f0a2e26bb9eb2523e46914,EGFR_00000,EGFR,COC1=NC=C(CNS)N2C=CC(Cl)=CN2C1,0.68,-4.91,272.75,82.28,1.33,No,No,0,1,3.67
69f0a2e26bb9eb2523e46919,EGFR_00000,EGFR,CCCCNC(=O)O,0.58,-3.47,117.15,49.33,0.75,Yes,No,0,0,1
69f0a2e26bb9eb2523e46920,EGFR_00000,EGFR,NCCCS(=O)CCl,0.55,-3.14,155.65,62.3,0.31,Yes,No,0,1,3.01
69f0a2e26bb9eb2523e46911,EGFR_00000,EGFR,CN(C)/N=C/c1cccc(Br)c1,0.48,-4.69,227.1,15.6,2.58,Yes,No,0,1,2.1
69f0a2e26bb9eb2523e46921,EGFR_00000,EGFR,O=S(n1ccnc1)n1ccnc1,0.46,-4.22,182.2,71.92,-0.12,No,No,0,0,2.74
69f0a2e26bb9eb2523e46910,EGFR_00000,EGFR,Nc1cc(Br)n(-c2ccco2)c1,0.45,-4.64,227.06,44.09,1.8,Yes,No,0,0,2.74
69f0a2e26bb9eb2523e46905,EGFR_00000,EGFR,C#CCNC(=O)c1ccc(NC(C)=O)cc1Nc1cccc(F)c1,0.42,-7.57,325.34,70.23,2.85,Yes,No,0,1,2.78
69f0a2e26bb9eb2523e4691e,EGFR_00000,EGFR,NC(=O)COC=O,0.4,-2.88,103.08,69.39,-0.82,No,No,0,1,1
69f0a2e26bb9eb2523e4690f,EGFR_00000,EGFR,OB(O)COCc1ccccc1Br,0.39,,244.88,49.69,0.59,Yes,No,0,1,2.04
69f0a2e26bb9eb2523e46908,EGFR_00000,EGFR,Ic1ccccc1,0.29,-3.42,204.01,0,2.73,Yes,No,0,1,2.14
69f0a2e26bb9eb2523e46918,EGFR_00000,EGFR,Nc1n[nH]c2ncccc12,0.19,-1.52,134.14,67.59,0.52,No,No,0,0,1.83
69f0a2e26bb9eb2523e4691b,EGFR_00000,EGFR,CCOC(=O)OCC#CC(O)COC,0.11,-3.99,202.2,64.99,0.71,No,No,0,1,3.72
69f0a2e26bb9eb2523e4690c,EGFR_00000,EGFR,N=C(Nc1cccc(Cl)c1OCC(F)(F)F)C(F)(F)F,0.08,-5.53,320.62,45.11,3.97,No,No,0,2,2.27
69f0a2e26bb9eb2523e46907,EGFR_00000,EGFR,Brc1ccccc1,0.05,-3.4,157.01,0,2.63,Yes,No,0,0,1
69f0a2e26bb9eb2523e46909,EGFR_00000,EGFR,NP(c1cccnc1)n1ccc(Cl)c1,-0.01,,225.61,57.43,1.53,Yes,No,0,1,3.96
69f0a2e26bb9eb2523e4691a,EGFR_00000,EGFR,Cc1cc(C#N)cn1Cl,-0.01,,,,,,,,,
69f0a2e26bb9eb2523e46912,EGFR_00000,EGFR,O=C(CO)C([O-])F,-0.15,,,,,,,,,
69f0a2e26bb9eb2523e46913,EGFR_00000,EGFR,COCC1(C)CCCCC(C(=O)O)CC1,-0.53,,,,,,,,,
69f0a2e26bb9eb2523e4690a,EGFR_00000,EGFR,O=C(/N=N/c1cccc(Cl)c1)c1ccsc1,-0.57,,,,,,,,,
69f0a2e26bb9eb2523e4690e,EGFR_00000,EGFR,ClCn1cnnc1/C=C/c1c(Cl)ncnc1Cl,-0.58,,,,,,,,,
69f0a2e26bb9eb2523e46917,EGFR_00000,EGFR,O=C(C[NH+](Cl)c1ccncc1)OCOC1CCCC1,-0.61,,,,,,,,,
69f0a2e26bb9eb2523e4690d,EGFR_00000,EGFR,COCc1ccc(F)cc1C(=O)c1ccc(C)c(O)c1,-0.86,,,,,,,,,
69f0a2e26bb9eb2523e4691d,EGFR_00000,EGFR,O=C(O)c1cccc(Oc2ccc(NC(=O)N3CCC([PH+])CC3)nc2)c1,-1.36,,,,,,,,,
69f0a2e26bb9eb2523e46906,EGFR_00000,EGFR,CCCCN=C(Nc1ccc(Cl)c(Cl)c1F)C(=O)OC(C)(C)C,-1.4,,,,,,,,,
69f0a2e26bb9eb2523e46916,EGFR_00000,EGFR,Cc1ccccc1C(=O)NCC(C)(C)c1ccc(N)s1,-1.47,,,,,,,,,
69f0a2e26bb9eb2523e4690b,EGFR_00000,EGFR,N=C(Cc1cccc(NC(=O)c2ccccc2Cl)n1)c1cccs1,-1.72,,,,,,,,,
69f0a2e26bb9eb2523e46915,EGFR_00000,EGFR,CS(=C/N=C/C(=O)c1ccc(C(F)(F)F)c(F)c1)NS(=O)(=O)CCl,-1.77,,,,,,,,,
69f0a2e26bb9eb2523e4691c,EGFR_00000,EGFR,C=NCc1c(C(=O)/C=N/C=C/c2cccc(Cl)c2Cl)csc1Br,-2.09,,,,,,,,,
