entity_id,mol_id,library_name,smiles,drugclip_score,vina_docking_score,MW,TPSA,Consensus Log P,BBB permeant,Pgp substrate,PAINS #alerts,Brenk #alerts,Synthetic Accessibility
69f14cf19610ec4333d762de,IDH1_IDH2_00048,IDH1,CCN(CC(=O)O)c1ccc(C)cc1,0.87,-5.94,193.24,40.54,1.91,Yes,No,1,0,1.3
69f14cf19610ec4333d762ce,IDH1_IDH2_00033,IDH1,CN(C)C(=O)O,0.58,-3.06,89.09,40.54,-0.13,No,No,0,0,1
69f14cf19610ec4333d762e2,IDH1_IDH2_00006,IDH1,CC(=O)Nc1ccc(-c2ccccc2C(=O)Nc2cccnc2)cc1,0.47,-9.63,331.37,71.09,2.72,Yes,No,0,0,2.48
69f14cf19610ec4333d762c2,IDH1_IDH2_00022,IDH1,CC(=O)OC(=O)c1ccccc1C,0.08,-6.42,178.18,43.37,2.06,Yes,No,0,2,1.54
69f14cf19610ec4333d762bb,IDH1_IDH2_00016,IDH1,O=C(OC(=O)C1CCCCC1)c1ccccc1,0.07,-7.54,232.28,43.37,3,Yes,No,0,2,2
69f14cf19610ec4333d762cc,IDH1_IDH2_00004,IDH1,CC(=O)C(=O)O,0.05,-3.2,88.06,54.37,-0.37,No,No,0,1,1
69f14cf19610ec4333d762d7,IDH1_IDH2_00005,IDH1,CONC(=O)O,-0.07,,,,,,,,,
69f14cf19610ec4333d762d0,IDH1_IDH2_00035,IDH1,COC(=O)c1cc(N)cc(N)c1-c1ccccc1,-0.08,,,,,,,,,
69f14cf19610ec4333d762c5,IDH1_IDH2_00025,IDH1,Nc1ccccc1C(=O)O,-0.18,,,,,,,,,
69f14cf19610ec4333d762e5,IDH1_IDH2_00009,IDH1,CN(C)c1ccccc1C(=O)O,-0.2,,,,,,,,,
69f14cf19610ec4333d762b5,IDH1_IDH2_00000,IDH1,CCC(CC(=O)O)NC(=O)Nc1ccccc1,-0.28,,,,,,,,,
69f14cf19610ec4333d762ba,IDH1_IDH2_00015,IDH1,O=C(O)CNC(=O)c1ccccc1,-0.29,,,,,,,,,
69f14cf19610ec4333d762b7,IDH1_IDH2_00012,IDH1,CN(C(=O)O)c1ccccc1,-0.31,,,,,,,,,
69f14cf19610ec4333d762b9,IDH1_IDH2_00014,IDH1,O=C(O)C1=CC=C(C(=O)O)C=CC=C1,-0.33,,,,,,,,,
69f14cf19610ec4333d762c1,IDH1_IDH2_00003,IDH1,CC(=O)Nc1ccccc1N,-0.33,,,,,,,,,
69f14cf19610ec4333d762cd,IDH1_IDH2_00032,IDH1,CC(C)(N)CC(=O)Oc1ccc(F)cc1,-0.4,,,,,,,,,
69f14cf19610ec4333d762e1,IDH1_IDH2_00000,IDH1,CCC(CC(=O)O)NC(=O)Nc1ccccc1,-0.4,,,,,,,,,
69f14cf19610ec4333d762bc,IDH1_IDH2_00017,IDH1,CC(=O)Oc1ccc(O)cc1,-0.46,,,,,,,,,
69f14cf19610ec4333d762bf,IDH1_IDH2_00020,IDH1,CCC(C)(N)C(=O)NC(C)=O,-0.47,,,,,,,,,
69f14cf19610ec4333d762c3,IDH1_IDH2_00023,IDH1,CC(=O)C(=O)OC(=O)c1ccccc1C,-0.51,,,,,,,,,
69f14cf19610ec4333d762d3,IDH1_IDH2_00038,IDH1,NC(=O)N1C(=O)C=CNCC1=O,-0.67,,,,,,,,,
69f14cf19610ec4333d762df,IDH1_IDH2_00049,IDH1,O=CNC(=O)Nc1ccccc1,-0.71,,,,,,,,,
69f14cf19610ec4333d762d8,IDH1_IDH2_00042,IDH1,CC(=O)Nc1ccc(C(=O)N(C)C(C)N(C)C)cc1,-0.72,,,,,,,,,
69f14cf19610ec4333d762c4,IDH1_IDH2_00024,IDH1,CCNC(=O)Nc1ccc(C2=CC(N)=C2)cc1,-0.77,,,,,,,,,
69f14cf19610ec4333d762d6,IDH1_IDH2_00041,IDH1,CC(=O)Nc1ccc(C(=O)C(C)N(C)C)cc1,-0.77,,,,,,,,,
69f14cf19610ec4333d762db,IDH1_IDH2_00045,IDH1,CC(=O)Nc1ccc(C(=O)N(C)CC(C)C)cc1,-0.79,,,,,,,,,
69f14cf19610ec4333d762ca,IDH1_IDH2_00030,IDH1,CN(C)C(=O)c1ccccc1NC=O,-0.8,,,,,,,,,
69f14cf19610ec4333d762da,IDH1_IDH2_00044,IDH1,CC(=O)Nc1ccc(C(=O)N(C)C(C)CN(C)C)cc1,-0.8,,,,,,,,,
69f14cf19610ec4333d762be,IDH1_IDH2_00019,IDH1,CCNC(=O)c1ccc(NC(C)=O)cc1,-0.9,,,,,,,,,
69f14cf19610ec4333d762c0,IDH1_IDH2_00021,IDH1,CCc1ccccc1C(=O)S(=O)(=O)O,-0.91,,,,,,,,,
69f14cf19610ec4333d762cb,IDH1_IDH2_00031,IDH1,CN(O)C(=O)c1ccccc1NC=O,-0.94,,,,,,,,,
69f14cf19610ec4333d762d9,IDH1_IDH2_00043,IDH1,CC(=O)Nc1ccc(C(=O)N(C)C(C)C)cc1,-0.96,,,,,,,,,
69f14cf19610ec4333d762c9,IDH1_IDH2_00029,IDH1,COC(=O)c1ccccc1NC=O,-0.99,,,,,,,,,
69f14cf19610ec4333d762dd,IDH1_IDH2_00047,IDH1,CN1NC(=O)N(C(=O)N2CCCCC2)C(=O)CC1=O,-1.01,,,,,,,,,
69f14cf19610ec4333d762b8,IDH1_IDH2_00013,IDH1,CC(=O)Nc1ccc(O)cc1,-1.02,,,,,,,,,
69f14cf19610ec4333d762d5,IDH1_IDH2_00040,IDH1,CC(=O)Nc1ccc(N=C(C)C(=O)N(C)C)cc1,-1.07,,,,,,,,,
69f14cf19610ec4333d762e4,IDH1_IDH2_00008,IDH1,CC(Oc1ccccc1C(=O)O)C(N)=O,-1.1,,,,,,,,,
69f14cf19610ec4333d762cf,IDH1_IDH2_00034,IDH1,CCCCNC(=O)CCCNC(C)=O,-1.11,,,,,,,,,
69f14cf19610ec4333d762c8,IDH1_IDH2_00028,IDH1,CC(=O)c1ccccc1NC=O,-1.13,,,,,,,,,
69f14cf19610ec4333d762e0,IDH1_IDH2_00050,IDH1,O=CNC(=O)Nc1cccc(O)c1,-1.14,,,,,,,,,
69f14cf19610ec4333d762e3,IDH1_IDH2_00007,IDH1,CC(=O)Nc1ccccc1C(=O)O,-1.14,,,,,,,,,
69f14cf19610ec4333d762d2,IDH1_IDH2_00037,IDH1,O=C(O)N1C(=O)C=CNCC1=O,-1.23,,,,,,,,,
69f14cf19610ec4333d762dc,IDH1_IDH2_00046,IDH1,NS(=O)(=O)c1ccccc1,-1.23,,,,,,,,,
69f14cf19610ec4333d762b6,IDH1_IDH2_00001,IDH1,CC(=O)Nc1ccc(N(CCN)C(=O)O)cc1,-1.25,,,,,,,,,
69f14cf19610ec4333d762c7,IDH1_IDH2_00027,IDH1,NC(=O)c1ccccc1NC=O,-1.26,,,,,,,,,
69f14cf19610ec4333d762d4,IDH1_IDH2_00039,IDH1,COC(=O)N1C(=O)C=CNCC1=O,-1.33,,,,,,,,,
69f14cf19610ec4333d762c6,IDH1_IDH2_00026,IDH1,O=CNc1ccccc1C(=O)O,-1.37,,,,,,,,,
69f14cf19610ec4333d762d1,IDH1_IDH2_00036,IDH1,O=C1CNC=CC(=O)N(C(=O)O)C1=O,-1.44,,,,,,,,,
69f14cf19610ec4333d762bd,IDH1_IDH2_00018,IDH1,COc1ccc(NC(=O)C2=Nc3nc2ccc3N)c(C)c1Cl,-1.73,,,,,,,,,
